adult,movie_id,original_language,popularity,revenue,runtime,status,title,vote_average,vote_count,genre,lang,company_name,movie_country,release_year
False,984324,fr,92.252,0,107,Released,The Wages of Fear,6.2,446,Action,French,TF1 Studio,FR,2024
False,14160,en,92.114,735099082,96,Released,Up,7.959,20370,Animation,English,Pixar,US,2009
False,134374,en,91.89,87305549,130,Released,Pain & Gain,6.273,4488,Action,English,Paramount Pictures,US,2013
False,1038263,en,91.642,504938,122,Released,Maria,6.8,160,Drama,English,The Apartment Pictures,US,2024
False,1160018,hi,91.553,5600000,105,Released,Kill,7.2,330,Action,Hindi,Sikhya Entertainment,IN,2024
False,792307,en,91.516,117607117,141,Released,Poor Things,7.7,4401,Science Fiction,English,Searchlight Pictures,US,2023
False,111,en,91.438,66023329,169,Released,Scarface,8.2,11957,Action,English,Universal Pictures,US,1983
False,609681,en,91.295,207089999,105,Released,The Marvels,6.04,2797,Science Fiction,English,Marvel Studios,US,2023
False,1126475,en,91.259,0,92,Released,Arthur's Whisky,7.0,3,Comedy,English,Arclight Films,GB,2024
False,10591,en,91.192,31635150,110,Released,The Girl Next Door,6.7,3581,Comedy,English,Epsilon Motion Pictures,US,2004
False,619979,en,91.068,0,116,Released,Deep Water,5.823,1416,Drama,English,New Regency Pictures,US,2022
False,831815,en,91.007,0,87,Released,Saving Bikini Bottom: The Sandy Cheeks Movie,6.189,61,Animation,English,Nickelodeon Movies,US,2024
False,284054,en,90.891,1349926083,135,Released,Black Panther,7.4,22320,Action,English,Marvel Studios,US,2018
False,934632,en,90.713,0,123,Released,Rebel Moon - Part Two: The Scargiver,6.112,1214,Science Fiction,English,The Stone Quarry,US,2024
False,881366,en,90.676,24972,148,Released,The End,5.214,14,Drama,English,The Match Factory,GB,2024
False,490132,en,90.602,321752656,130,Released,Green Book,8.24,11749,Drama,English,Participant,US,2018
False,22705,it,90.591,0,91,Released,Cheeky,5.7,258,Comedy,English,Lion Pictures,IT,2000
False,38,en,90.542,72258126,108,Released,Eternal Sunshine of the Spotless Mind,8.1,15126,Science Fiction,English,Focus Features,US,2004
False,980489,en,90.496,121700000,135,Released,Gran Turismo,7.8,2805,Adventure,English,PlayStation Productions,US,2023
False,423108,en,90.457,206431050,111,Released,The Conjuring: The Devil Made Me Do It,7.414,5960,Horror,English,New Line Cinema,US,2021
False,1048241,en,90.427,0,112,Released,My Spy The Eternal City,6.682,357,Action,English,STXfilms,US,2024
False,550988,en,90.406,331526598,115,Released,Free Guy,7.491,8888,Comedy,English,Berlanti Productions,US,2021
False,520763,en,90.213,297372261,96,Released,A Quiet Place Part II,7.477,6638,Science Fiction,English,Paramount Pictures,US,2021
False,57224,ja,90.116,0,58,Released,Bio Hunter,5.9,44,Horror,Japanese,Madhouse,JP,1995
False,1127166,it,90.038,0,106,Released,The Tearsmith,6.5,815,Romance,Italian,Colorado Film,IT,2024
False,4935,ja,90.018,236049757,119,Released,Howl's Moving Castle,8.4,10042,Fantasy,Japanese,Studio Ghibli,JP,2004
False,783110,ko,89.956,0,129,Released,Smugglers,6.7,50,Crime,Korean,Filmmaker R&K,KR,2023
False,508947,en,89.944,21328962,100,Released,Turning Red,7.353,5294,Animation,Cantonese,Walt Disney Pictures,US,2022
False,439079,en,89.914,366082797,96,Released,The Nun,5.891,6708,Horror,Mandarin,New Line Cinema,US,2018
False,50620,en,89.879,829747654,115,Released,The Twilight Saga: Breaking Dawn - Part 2,6.46,8926,Adventure,English,Summit Entertainment,US,2012
False,744275,en,89.774,21753705,99,Released,After We Fell,7.044,2605,Romance,English,Voltage Pictures,US,2021
False,10144,en,89.686,211343479,83,Released,The Little Mermaid,7.351,7935,Animation,English,Walt Disney Pictures,US,1989
False,1128650,cn,89.628,24650452,117,Released,The Prosecutor,7.8,12,Action,Cantonese,Mandarin Motion Pictures,HK,2024
False,810,en,89.566,813367380,93,Released,Shrek the Third,6.298,9087,Fantasy,English,DreamWorks Animation,US,2007
False,281957,en,89.459,532950503,157,Released,The Revenant,7.532,18197,Western,English,Monarchy Enterprises S.a.r.l.,US,2015
False,1241748,tl,89.434,0,49,Released,Kalikot,6.8,11,Drama,Tagalog,Vivamax,PH,2024
False,1249532,en,89.257,0,83,Released,Rippy,4.4,31,Horror,English,Red Dot World,AU,2024
False,1026999,pl,89.127,15348026,130,Released,Kleks Academy,6.1,158,Fantasy,Polish,Open Mind Production,PL,2024
False,1018,en,89.006,20289986,147,Released,Mulholland Drive,7.8,6301,Thriller,Spanish,StudioCanal,US,2001
False,57158,en,89.004,958400000,161,Released,The Hobbit: The Desolation of Smaug,7.6,13265,Fantasy,English,New Line Cinema,US,2013
False,9806,en,88.733,631442092,115,Released,The Incredibles,7.709,17772,Action,French,Walt Disney Pictures,US,2004
False,893723,en,88.714,202231360,92,Released,PAW Patrol: The Mighty Movie,7.0,465,Animation,English,Nickelodeon Movies,CA,2023
False,4247,en,88.56,278019771,88,Released,Scary Movie,6.366,7034,Comedy,English,Brad Grey Pictures,US,2000
False,10138,en,88.558,623933331,124,Released,Iron Man 2,6.8,21135,Adventure,English,Marvel Studios,US,2010
False,527774,en,88.486,130423032,107,Released,Raya and the Last Dragon,7.843,6830,Animation,English,Walt Disney Pictures,US,2021
False,10020,en,88.441,424967620,84,Released,Beauty and the Beast,7.7,10014,Romance,French,Walt Disney Pictures,US,1991
False,635302,ja,88.406,507119058,117,Released,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.215,3984,Animation,Japanese,ufotable,JP,2020
False,646097,en,88.373,0,132,Released,Rebel Ridge,6.988,1155,Crime,English,filmscience,US,2024
False,244786,en,88.275,50307484,107,Released,Whiplash,8.378,15319,Drama,English,Bold Films,US,2014
False,565426,en,88.27,0,102,Released,To All the Boys: P.S. I Still Love You,6.836,2551,Romance,English,Awesomeness Films,US,2020
False,1086747,en,88.026,51147812,102,Released,The Watchers,6.458,1137,Fantasy,English,Blinding Edge Pictures,US,2024
False,988078,es,87.81,0,110,Released,Through My Window: Across the Sea,6.592,863,Romance,Spanish,Nostromo Pictures,ES,2023
False,280180,en,87.549,0,118,Released,Beverly Hills Cop: Axel F,6.698,1154,Action,English,Don Simpson/Jerry Bruckheimer Films,US,2024
False,6479,en,87.364,585410052,101,Released,I Am Legend,7.208,15828,Drama,English,Warner Bros. Pictures,US,2007
False,13183,en,87.252,185258983,163,Released,Watchmen,7.338,9279,Mystery,English,Warner Bros. Pictures,US,2009
False,679,en,87.194,183316455,137,Released,Aliens,8.0,9891,Action,English,SLM Production Group,US,1986
False,820525,en,87.135,10644463,93,Released,After Everything,6.904,881,Romance,English,Voltage Pictures,US,2023
False,330457,en,87.108,1453683476,103,Released,Frozen II,7.3,9794,Family,English,Walt Disney Pictures,US,2019
False,101,fr,86.86,45284974,111,Released,Léon: The Professional,8.306,14941,Crime,English,Gaumont,FR,1994
False,508883,ja,86.557,294200000,124,Released,The Boy and the Heron,7.454,1967,Animation,Japanese,Studio Ghibli,JP,2023
False,704239,en,86.465,0,109,Released,The Union,6.2,909,Action,English,Municipal Pictures,US,2024
False,49013,en,86.23,559852396,106,Released,Cars 2,6.134,7841,Animation,English,Pixar,US,2011
False,273477,en,86.08,14900000,93,Released,Scouts Guide to the Zombie Apocalypse,6.541,1936,Comedy,English,Broken Road Productions,US,2015
False,118,en,86.038,475000000,115,Released,Charlie and the Chocolate Factory,7.048,15269,Adventure,English,Warner Bros. Pictures,US,2005
False,297,en,86.019,142940100,178,Released,Meet Joe Black,7.349,5237,Fantasy,Dutch,Universal Pictures,US,1998
False,49026,en,85.87,1081041287,165,Released,The Dark Knight Rises,7.784,22899,Action,English,Syncopy,GB,2012
False,1089123,en,85.828,0,92,Released,Daddy's Head,6.2,66,Horror,English,arthrofilm,GB,2024
False,398818,en,85.785,43143046,132,Released,Call Me by Your Name,8.1,12150,Romance,French,La Cinéfacture,US,2017
False,87101,en,85.655,440603537,126,Released,Terminator Genisys,5.9,8454,Science Fiction,English,Paramount Pictures,US,2015
False,496450,fr,85.654,40208268,107,Released,"Miraculous: Ladybug & Cat Noir, The Movie",7.6,876,Animation,English,The Awakening Production,FR,2023
False,807339,en,85.637,0,106,Released,Apartment 7A,6.1,252,Horror,English,Sunday Night Productions,US,2024
False,857598,te,85.572,199000000,226,Released,Pushpa 2 - The Rule,7.1,44,Action,Telugu,Mythri Movie Makers,IN,2024
False,1032823,en,85.321,82677281,105,Released,Trap,6.401,1867,Crime,English,Blinding Edge Pictures,US,2024
False,663712,en,85.309,15741780,138,Released,Terrifier 2,6.7,2157,Horror,English,Dark Age Cinema,US,2022
False,383498,en,85.165,785896632,120,Released,Deadpool 2,7.489,18136,Action,Cantonese,Maximum Effort,US,2018
False,460458,en,85.025,41914915,107,Released,Resident Evil: Welcome to Raccoon City,6.0,2464,Action,English,Constantin Film,US,2021
False,1124,en,85.006,109676311,130,Released,The Prestige,8.2,16217,Drama,English,Warner Bros. Pictures,US,2006
False,337339,en,84.988,1236000000,136,Released,The Fate of the Furious,6.9,10327,Action,English,Original Film,US,2017
False,12155,en,84.904,1025467110,108,Released,Alice in Wonderland,6.6,14048,Family,English,Walt Disney Pictures,US,2010
False,1057491,ru,84.833,0,109,Released,Naughty,6.455,66,Drama,Russian,SSB Films,RU,2023
False,218,en,84.73,78371200,108,Released,The Terminator,7.662,13339,Action,English,Hemdale,US,1984
False,1174618,en,84.709,0,77,Released,Alice in Terrorland,5.991,171,Horror,English,Hello Princess,GB,2023
False,1037113,en,84.694,455708,112,Released,Snack Shack,7.136,132,Comedy,English,T-Street,US,2024
False,1079244,en,84.674,12165702,132,Released,Bonhoeffer: Pastor. Spy. Assassin,6.9,25,History,English,Angel Studios,BE,2024
False,290098,ko,84.647,38600000,145,Released,The Handmaiden,8.213,3800,Thriller,Japanese,Moho Film,KR,2016
False,1062807,ja,84.475,59256423,110,Released,SPY x FAMILY CODE: White,7.1,491,Animation,Japanese,WIT STUDIO,JP,2023
False,951491,en,84.339,125319714,118,Released,Saw X,7.224,2008,Horror,English,Twisted Pictures,US,2023
False,335988,en,84.282,605425157,154,Released,Transformers: The Last Knight,6.054,6257,Action,English,Paramount Pictures,US,2017
False,1029330,en,84.279,5937306,118,Released,Someone Like You,7.4,66,Romance,English,Karen Kingsbury Productions,US,2024
False,967847,en,84.273,201967521,115,Released,Ghostbusters: Frozen Empire,6.525,1673,Fantasy,English,Ghost Corps,US,2024
False,10625,en,84.271,130161094,97,Released,Mean Girls,7.212,8853,Drama,Swahili,Broadway Video,US,2004
False,950387,en,84.061,0,700,Post Production,A Minecraft Movie,0.0,0,Adventure,English,Warner Bros. Pictures,US,2025
False,4232,en,84.047,173046663,112,Released,Scream,7.41,7120,Crime,English,Dimension Films,US,1996
False,955555,ko,83.988,83410298,105,Released,The Roundup: No Way Out,7.186,448,Action,Mandarin,Big Punch Pictures,KR,2023
False,695721,en,83.942,337371917,157,Released,The Hunger Games: The Ballad of Songbirds & Snakes,7.1,2851,Drama,English,Lionsgate,US,2023
False,696506,en,83.917,0,137,Post Production,Mickey 17,0.0,0,Science Fiction,English,Warner Bros. Pictures,GB,2025
False,585083,en,83.885,18500000,92,Released,Hotel Transylvania: Transformania,7.074,2803,Animation,English,Sony Pictures Animation,US,2022
False,105,en,83.872,381109762,116,Released,Back to the Future,8.3,20156,Adventure,English,Universal Pictures,US,1985
False,614933,en,83.834,0,120,Released,Atlas,6.771,1308,Science Fiction,English,Safehouse Pictures,US,2024
False,429617,en,83.787,1131927996,129,Released,Spider-Man: Far From Home,7.4,15840,Action,Czech,Marvel Studios,US,2019
False,9732,en,83.718,0,81,Released,The Lion King II: Simba's Pride,6.9,4425,Family,English,Disney Television Animation,US,1998
False,12920,en,83.634,0,106,Released,Dreamer: Inspired By a True Story,6.985,393,Drama,English,DreamWorks Pictures,US,2005
False,214756,en,83.581,215863606,115,Released,Ted 2,6.3,7503,Comedy,English,Smart Entertainment,US,2015
False,9502,en,83.56,632091832,90,Released,Kung Fu Panda,7.295,11711,Action,English,DreamWorks Animation,US,2008
False,317442,ja,83.496,19840000,114,Released,The Last: Naruto the Movie,7.443,2278,Action,Japanese,Aniplex,JP,2014
False,646683,en,83.471,12610418,96,Released,The Exorcism,5.1,288,Horror,English,Miramax,US,2024
False,1413163,en,83.421,0,104,Released,The Billionaire Escort's Secret,3.0,2,Romance,English,Moboreels,US,2024
False,20982,ja,83.388,13219807,94,Released,Naruto Shippuden the Movie,7.391,1000,Animation,Japanese,Pierrot,JP,2007
False,387824,ko,83.38,0,91,Released,Mom's Friend,6.4,16,Drama,Korean,Four Seasons of Younghwasa,KR,2015
False,1008042,en,83.366,92000000,95,Released,Talk to Me,7.162,3067,Horror,English,Causeway Films,AU,2023
False,399579,en,83.199,405000000,122,Released,Alita: Battle Angel,7.237,9239,Action,English,Troublemaker Studios,US,2019
False,1103621,th,83.038,73800000,125,Released,How to Make Millions Before Grandma Dies,8.0,118,Drama,Thai,GDH 559,TH,2024
False,882569,en,82.829,20000000,123,Released,Guy Ritchie's The Covenant,7.758,2623,War,English,STXfilms,US,2023
False,49046,de,82.779,0,147,Released,All Quiet on the Western Front,7.723,3991,War,French,Amusement Park Films,DE,2022
False,670292,en,82.697,104272136,134,Released,The Creator,7.076,3157,Action,English,New Regency Pictures,US,2023
False,863873,en,82.671,0,103,Released,Caddo Lake,7.248,145,Thriller,English,Blinding Edge Pictures,US,2024
False,530385,en,82.644,48015416,147,Released,Midsommar,7.155,7214,Horror,English,B-Reel Films,US,2019
False,408,en,82.527,184925486,83,Released,Snow White and the Seven Dwarfs,7.1,7459,Fantasy,English,Walt Disney Productions,US,1938
False,190859,en,82.466,542300000,133,Released,American Sniper,7.425,12915,War,English,Warner Bros. Pictures,US,2014
False,953,en,82.454,542064525,86,Released,Madagascar,6.908,10934,Family,English,Pacific Data Images,US,2005
False,166428,en,82.37,524580592,104,Released,How to Train Your Dragon: The Hidden World,7.749,6476,Animation,English,DreamWorks Animation,US,2019
False,353491,en,82.306,113231078,95,Released,The Dark Tower,5.757,5126,Fantasy,English,Columbia Pictures,US,2017
False,1214484,sv,82.3,0,110,Released,Let Go,7.886,281,Drama,Norwegian,Warner Bros. International Television Production Sweden,SE,2024
False,1224993,ko,82.278,0,115,Released,Dark Nuns,6.0,1,Thriller,Latin,Zip Cinema,KR,2025
False,854,en,82.278,351583407,101,Released,The Mask,6.957,10381,Romance,Swedish,Dark Horse Entertainment,US,1994
False,205596,en,82.171,233600000,113,Released,The Imitation Game,8.0,17114,History,English,Bristol Automotive,US,2014
False,652,en,82.166,497400000,163,Released,Troy,7.164,10266,Adventure,English,Warner Bros. Pictures,US,2004
False,1119550,fr,82.149,0,96,Released,The Little Escapade,5.7,53,Comedy,French,Why Not Productions,FR,2024
False,138832,en,82.109,270000000,110,Released,We're the Millers,6.828,8910,Comedy,English,New Line Cinema,US,2013
False,1049574,en,82.017,0,108,Released,Darkness of Man,6.6,157,Action,English,VMI WorldWide,US,2024
False,141052,en,82.0,661326987,120,Released,Justice League,6.079,13020,Action,English,RatPac Entertainment,US,2017
False,11544,en,82.0,273144151,85,Released,Lilo & Stitch,7.5,6271,Animation,English,Walt Disney Pictures,US,2002
False,1191611,es,81.942,0,95,Released,Camp Crasher,7.1,39,Comedy,Spanish,100 Bares,AR,2024
False,744276,en,81.884,19238073,95,Released,After Ever Happy,6.823,1243,Romance,English,Voltage Pictures,US,2022
False,1075794,en,81.857,0,102,Released,Leo,7.45,1189,Animation,English,Happy Madison Productions,US,2023
False,812,en,81.832,504050219,95,Released,Aladdin,7.649,11319,Animation,English,Walt Disney Pictures,US,1992
False,37799,en,81.714,224920315,121,Released,The Social Network,7.4,12210,Drama,English,Columbia Pictures,US,2010
False,959092,fr,81.71,1500000,99,Released,Mayhem!,6.6,172,Action,English,France 2 Cinéma,FR,2023
False,372058,ja,81.61,358000000,106,Released,Your Name.,8.485,11538,Animation,Japanese,CoMix Wave Films,JP,2016
False,1225977,en,81.544,0,75,Released,Last Night at Terrace Lanes,4.6,7,Horror,English,Epic Pictures Group,US,2024
False,489,en,81.442,225900000,127,Released,Good Will Hunting,8.161,12516,Drama,English,Lawrence Bender Productions,US,1997
False,301528,en,81.21,1073841394,100,Released,Toy Story 4,7.483,9856,Family,English,Walt Disney Pictures,US,2019
False,1062215,en,80.896,12977758,84,Released,Afraid,5.983,326,Horror,English,Blumhouse Productions,US,2024
False,820530,ja,80.827,0,78,Released,Dakaichi: I'm Being Harassed by the Sexiest Man of the Year—The Movie: In Spain,7.5,15,Animation,Japanese,CloverWorks,JP,2021
False,20352,en,80.697,543284256,95,Released,Despicable Me,7.2,15182,Animation,English,Illumination,US,2010
False,458156,en,80.606,326709727,131,Released,John Wick: Chapter 3 - Parabellum,7.443,10755,Action,Arabic,Thunder Road,US,2019
False,5492,en,80.341,0,90,Released,Gunner,5.3,112,Action,English,Convergence Entertainment,US,2024
False,13683,en,80.326,0,75,Released,Tarzan & Jane,5.985,626,Animation,English,Disney Television Animation,US,2002
False,827931,en,80.119,0,90,Released,Time Cut,5.633,417,Horror,English,ACE Entertainment,US,2024
False,697843,en,80.048,0,122,Released,Extraction 2,7.432,2501,Action,English,AGBO,US,2023
False,181808,en,80.005,1332698830,152,Released,Star Wars: The Last Jedi,6.8,15390,Adventure,English,Lucasfilm Ltd.,US,2017
False,329865,en,79.908,203388186,116,Released,Arrival,7.6,17910,Drama,Mandarin,FilmNation Entertainment,US,2016
False,840326,fi,79.884,13000000,91,Released,Sisu,7.4,2225,Action,English,Subzero Film Entertainment,FI,2022
False,698508,en,79.794,9500000,134,Released,Redeeming Love,7.865,569,Romance,English,Mission Pictures International,US,2022
False,1233083,es,79.771,0,100,Released,Hotel Bitcoin,5.886,22,Comedy,Spanish,La Canica Films,ES,2024
False,561,en,79.638,230900000,121,Released,Constantine,7.1,7274,Fantasy,Spanish,Village Roadshow Pictures,US,2005
False,102651,en,79.636,758539785,97,Released,Maleficent,7.089,13158,Fantasy,English,Walt Disney Pictures,US,2014
False,694,en,79.631,44781695,144,Released,The Shining,8.2,17646,Horror,English,Warner Bros. Pictures,US,1980
False,260514,en,79.617,383925276,102,Released,Cars 3,6.85,5874,Family,English,Pixar,US,2017
False,937278,en,79.602,108961677,126,Released,A Man Called Otto,7.763,2880,Comedy,English,Playtone,US,2022
False,840430,en,79.601,42513270,133,Released,The Holdovers,7.7,1817,Comedy,English,Miramax,US,2023
False,283995,en,79.597,863756051,137,Released,Guardians of the Galaxy Vol. 2,7.6,21702,Science Fiction,English,Marvel Studios,US,2017
False,280,en,79.373,520000000,137,Released,Terminator 2: Judgment Day,8.1,13038,Action,English,Carolco Pictures,US,1991
False,1155089,en,79.316,0,93,Released,Justice League: Crisis on Infinite Earths Part One,7.4,320,Animation,English,DC Entertainment,US,2024
False,68718,en,79.306,425368238,165,Released,Django Unchained,8.2,26427,Drama,English,The Weinstein Company,US,2012
False,7978,en,79.234,140700000,103,Released,The Wolfman,5.871,1998,Horror,English,Universal Pictures,US,2010
False,1186532,en,79.09,40392664,123,Released,The Forge,8.29,229,Drama,English,Affirm Films,US,2024
False,72808,it,79.078,0,90,Released,The Flesh,5.6,50,Drama,Italian,M.M.D. Rome,IT,1991
False,16869,en,78.993,321457747,153,Released,Inglourious Basterds,8.216,22470,Drama,German,Universal Pictures,US,2009
False,769,en,78.991,46800000,145,Released,GoodFellas,8.458,13052,Drama,Italian,Winkler Films,US,1990
False,302946,en,78.969,155160045,128,Released,The Accountant,7.089,6237,Crime,English,Zero Gravity Management,US,2016
False,772,en,78.925,358994850,120,Released,Home Alone 2: Lost in New York,6.759,9794,Comedy,English,20th Century Fox,US,1992
False,436270,en,78.839,393452111,125,Released,Black Adam,6.888,6400,Action,English,New Line Cinema,US,2022
False,370172,en,78.828,774153024,163,Released,No Time to Die,7.372,6365,Action,Spanish,EON Productions,GB,2021
False,46848,fr,78.696,0,103,Released,Private Collections,6.05,20,Drama,English,Les Films du Jeudi,FR,1979
False,1094556,en,78.622,0,70,Released,The Thundermans Return,7.1,209,Family,English,Nickelodeon Productions,US,2024
False,137113,en,78.591,370541256,114,Released,Edge of Tomorrow,7.628,13957,Action,English,RatPac Entertainment,US,2014
False,869291,en,78.521,6680396,103,Released,Cuckoo,5.8,250,Horror,English,Waypoint Entertainment,DE,2024
False,929563,en,78.516,0,82,Released,Big City Greens the Movie: Spacecation,7.5,30,Animation,English,Disney Television Animation,US,2024
False,209112,en,78.423,874362803,152,Released,Batman v Superman: Dawn of Justice,5.974,18065,Action,English,Warner Bros. Pictures,US,2016
False,1331344,es,78.209,0,95,Released,No Voltees,7.5,13,Horror,Spanish,Cimarrón Cine,MX,2024
False,1311550,en,78.114,0,120,Released,House of Ga'a,5.6,99,Action,English,BAP Productions,NG,2024
False,114,en,77.91,463406268,120,Released,Pretty Woman,7.467,8342,Romance,English,Touchstone Pictures,US,1990
False,9820,en,77.905,92108518,128,Released,The Parent Trap,7.206,4195,Comedy,English,Walt Disney Pictures,US,1998
False,61979,es,77.901,0,122,Released,Three Steps Above Heaven,7.7,3082,Romance,Spanish,Atresmedia,ES,2010
False,1402,en,77.687,307077295,117,Released,The Pursuit of Happyness,7.896,9929,Drama,English,Escape Artists,US,2006
False,508442,en,77.672,121977511,101,Released,Soul,8.118,10562,Animation,English,Walt Disney Pictures,US,2020
False,12236,en,77.628,3077361,94,Released,Speed Zone,4.5,79,Comedy,English,Entcorp Communications,CA,1989
False,1207898,en,77.576,771460,92,Released,The Jack in the Box Rises,6.7,168,Horror,English,Fowler Media,GB,2024
False,1422,en,77.548,291465000,151,Released,The Departed,8.2,15033,Drama,English,Warner Bros. Pictures,US,2006
False,1214509,en,77.537,4258197,94,Released,In a Violent Nature,5.846,283,Horror,English,Shudder,CA,2024
False,335977,en,77.512,383963057,155,Released,Indiana Jones and the Dial of Destiny,6.568,3501,Adventure,Arabic,Lucasfilm Ltd.,US,2023
False,1128941,en,77.495,0,86,Released,The Demon Disorder,5.8,31,Horror,English,Shudder,AU,2024
False,9552,en,77.362,441306145,122,Released,The Exorcist,7.731,8019,Horror,German,Hoya Productions,US,1973
False,1059372,id,77.35,0,118,Released,Dear David,6.2,34,Drama,English,Palari Films,ID,2023
False,4909,en,77.335,16056255,143,Released,The Day of the Jackal,7.5,562,Action,French,Universal Productions France S.A.,US,1973
False,207703,en,77.184,414351546,129,Released,Kingsman: The Secret Service,7.6,16861,Crime,Arabic,20th Century Fox,GB,2015
False,37165,en,76.942,264100000,103,Released,The Truman Show,8.146,18534,Comedy,English,Paramount Pictures,US,1998
False,50014,en,76.804,216600000,146,Released,The Help,8.208,8370,Drama,English,DreamWorks Pictures,US,2011
False,630,en,76.675,33754967,102,Released,The Wizard of Oz,7.6,5643,Adventure,English,Metro-Goldwyn-Mayer,US,1939
False,116149,en,76.605,326105453,96,Released,Paddington,7.1,3754,Comedy,English,StudioCanal,GB,2014
False,545611,en,76.337,139200000,140,Released,Everything Everywhere All at Once,7.769,6718,Action,Cantonese,IAC Films,US,2022
False,1243381,en,76.034,0,110,Released,Mary,6.237,131,Drama,English,Aloe Entertainment,GB,2024
False,774370,en,76.007,0,89,Released,Dog Man,4.0,2,Family,English,DreamWorks Animation,US,2025
False,753342,en,75.988,220597098,158,Released,Napoleon,6.4,2602,History,English,Apple Studios,US,2023
False,974635,en,75.952,5101673,116,Released,Hit Man,6.836,1134,Comedy,English,Aggregate Films,US,2024
False,466272,en,75.687,392105159,162,Released,Once Upon a Time... in Hollywood,7.4,13596,Comedy,English,Heyday Films,US,2019
False,748230,en,75.557,851156,113,Released,Salem's Lot,6.161,440,Horror,English,New Line Cinema,US,2024
False,9757,en,75.539,159814490,102,Released,Norbit,5.666,2395,Comedy,English,Tollin/Robbins Productions,US,2007
False,353081,en,75.495,791658205,147,Released,Mission: Impossible - Fallout,7.429,8301,Action,English,Paramount Pictures,US,2018
False,292610,it,75.49,0,77,Released,Ladies' Doctor,4.2,12,Comedy,Italian,Kristal Film,IT,1977
False,140607,en,75.488,2068223624,136,Released,Star Wars: The Force Awakens,7.268,19489,Adventure,English,Lucasfilm Ltd.,US,2015
False,50619,en,75.409,712171856,117,Released,The Twilight Saga: Breaking Dawn - Part 1,6.198,8799,Adventure,English,Summit Entertainment,US,2011
False,3933,en,75.261,118133252,77,Released,Corpse Bride,7.581,9410,Romance,English,Tim Burton Productions,US,2005
False,300671,en,74.937,69411370,144,Released,13 Hours: The Secret Soldiers of Benghazi,7.273,3590,War,Arabic,Paramount Pictures,US,2016
False,1297185,es,74.895,0,100,Released,Linda,7.1,38,Drama,Spanish,Pampa Films,AR,2024
False,646385,en,74.885,137743924,114,Released,Scream,6.7,3355,Horror,English,Paramount Pictures,US,2022
False,393,en,74.881,152159461,136,Released,Kill Bill: Vol. 2,7.875,13987,Action,English,Super Cool ManChu,US,2004
False,339846,en,74.872,177900000,116,Released,Baywatch,6.092,8087,Comedy,English,Uncharted,US,2017
False,284053,en,74.807,855301806,131,Released,Thor: Ragnarok,7.6,20883,Action,English,Marvel Studios,US,2017
False,10867,it,74.619,14493284,109,Released,Malena,7.424,2263,Drama,Italian,Miramax,IT,2000
False,1215185,es,74.574,0,119,Released,Undercover,7.13,23,Drama,Basque,Bowfinger,ES,2024
False,1225377,en,74.532,5737,80,Released,The Mouse Trap,4.3,58,Horror,English,Into Frame Productions,CA,2024
False,399566,en,74.531,470116094,114,Released,Godzilla vs. Kong,7.587,10054,Action,English,Legendary Pictures,US,2021
False,512200,en,74.411,801693929,123,Released,Jumanji: The Next Level,6.901,8732,Adventure,English,Columbia Pictures,US,2019
False,8355,en,74.387,886686817,94,Released,Ice Age: Dawn of the Dinosaurs,6.755,8352,Animation,English,Blue Sky Studios,US,2009
False,497698,en,74.35,379751131,134,Released,Black Widow,7.2,10304,Action,English,Marvel Studios,US,2021
False,62177,en,74.27,539000000,93,Released,Brave,7.02,13438,Animation,English,Walt Disney Pictures,US,2012
False,17182,en,74.241,26877589,101,Released,Eye for an Eye,6.2,376,Thriller,English,Paramount Pictures,US,1996
False,18,fr,74.236,263920180,126,Released,The Fifth Element,7.555,10824,Science Fiction,English,Gaumont,FR,1997
False,615,en,74.212,612060372,127,Released,The Passion of the Christ,7.5,4628,Drama,Hebrew,Icon Productions,US,2004
False,2109,en,74.164,244721064,97,Released,Rush Hour,7.049,5028,Action,Cantonese,Roger Birnbaum Productions,US,1998
False,1094138,en,74.057,0,107,Released,Jackpot!,6.402,629,Comedy,English,Roth-Kirschenbaum Films,US,2024
False,508943,en,74.028,51074773,95,Released,Luca,7.81,8412,Animation,English,Pixar,US,2021
False,1130053,en,73.917,47300,82,Released,Cinderella's Curse,6.0,46,Horror,English,ChampDog Films,GB,2024
False,991610,nl,73.779,0,91,Released,Invasion,4.3,17,Action,Dutch,Storytellers Film & TV,NL,2024
False,254128,en,73.755,473990832,114,Released,San Andreas,6.244,8587,Action,English,New Line Cinema,US,2015
False,624860,en,73.731,156497322,147,Released,The Matrix Resurrections,6.392,5817,Science Fiction,English,Warner Bros. Pictures,US,2021
False,383634,ja,73.687,0,119,Released,Carmen 1945,5.8,29,Drama,Japanese,Toei Company,JP,1988
False,438148,en,73.656,940203765,87,Released,Minions: The Rise of Gru,7.3,3653,Animation,English,Universal Pictures,US,2022
False,1269732,zh,73.586,0,90,Released,The Legend of the Condor Heroes: The Great Hero,6.0,1,Action,Mandarin,iQIYI,CN,2025
False,93456,en,73.507,970766005,98,Released,Despicable Me 2,6.93,11330,Animation,English,Illumination,US,2013
False,616037,en,73.503,760900000,119,Released,Thor: Love and Thunder,6.433,7698,Fantasy,English,Marvel Studios,US,2022
False,678512,en,73.444,250600000,131,Released,Sound of Freedom,7.996,2461,Action,English,Santa Fe Films,US,2023
