adult,backdrop_path,belongs_to_collection,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
False,/t25z4ggC2Uvs3EhI66lxVO2jDp5.jpg,False,14000000,https://oneofthemdays.movie,1280672,tt33455058,en,One of Them Days,"Best friends and roommates Dreux and Alyssa are about to have One of Them Days. When they discover Alyssa’s boyfriend has blown their rent money, the duo finds themselves going to extremes in a comical race against the clock to avoid eviction and keep their friendship intact.",47.5,/ccn6bFUA5DECjA3Lo0CuJqGNQCv.jpg,2025-01-16,25390885,97,Released,,One of Them Days,False,7.9,14
False,/jFxxqdEQ9TkXQSytO7qM8wlwXL1.jpg,False,15000000,http://exmachina-movie.com/,264660,tt0470752,en,Ex Machina,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",47.461,/dmJW8IAKHKxFNiUnoDR7JfsK7Rp.jpg,2015-01-21,36869414,108,Released,There is nothing more human than the will to survive,Ex Machina,False,7.571,13345
False,/7jaNOECZG8uS1tlq69HsY5xY8P9.jpg,False,92000000,,855,tt0265086,en,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",47.459,/imGygQbmuc7gC1JZiAVhJLsUWXq.jpg,2001-12-28,172989651,145,Released,Leave no man behind.,Black Hawk Down,False,7.387,5777
False,/odSgz6oyEFXz67K4H9lQTLwUIb9.jpg,False,0,,21542,tt0337592,en,Love Don't Co$t a Thing,A high school outcast pays a cheerleader to pose as his girlfriend so he can be considered cool.,47.457,/88zspc72LIkfiuMnGpHnsWCuqEH.jpg,2003-12-12,21964072,100,Released,Love Don't Co$t A Thing but it pays to be yourself.,Love Don't Co$t a Thing,False,7.434,552
False,/4tdV5AeojEdbvn6VpeQrbuDlmzs.jpg,False,0,https://www.suzume-movie.com,916224,tt16428256,ja,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",47.427,/x5CrIflmv8WZJeLv7V611aRGbPs.jpg,2022-11-11,323638107,121,Released,"On the other side of the door, was time in its entirety.",Suzume,False,7.94,1371
False,/euCBYT2HASDMuaxu23yXDuzy3ju.jpg,False,0,http://prayerbeforedawn.movie,448776,tt4080956,en,A Prayer Before Dawn,"The amazing true story of Billy Moore, an English boxer incarcerated in Thailand’s most notorious prison. Thrown into a world of drugs and violence, he finds his best chance to escape is to fight his way out in prison Muay Thai tournaments.",47.41,/toYs3tZrHbSKJS1hmiTY1fJnPjm.jpg,2018-05-24,958883,116,Released,The fight starts from inside.,A Prayer Before Dawn,False,6.7,575
False,/smqQ71MIn1DSdSiQzCzCOV6rgRq.jpg,False,125000000,http://www.thedayaftertomorrow.com/,435,tt0319262,en,The Day After Tomorrow,"After paleoclimatologist Jack Hall is largely ignored by UN officials when presenting his environmental concerns about the beginning of a new Ice Age, his research proves true when a superstorm develops, setting off catastrophic natural disasters throughout the world. Trying to get to his son, Sam, who is trapped in New York City with his friend Laura and others, Jack and his crew must travel to get to Sam before it's too late.",47.393,/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg,2004-05-26,552639571,124,Released,Where will you be?,The Day After Tomorrow,False,6.537,8177
False,/fTrQsdMS2MUw00RnzH0r3JWHhts.jpg,False,0,https://www.amazon.com/salp/aworkingman?hhf,1197306,tt9150192,en,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",47.366,/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg,2025-03-27,0,116,Post Production,Human traffickers beware.,A Working Man,False,0.0,0
False,/9j3gGPnnsBGXaj6FgN2wS8zsOFP.jpg,False,0,,339692,tt4633690,en,Shot Caller,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,47.347,/o8o2oq2LxQyXjFO0eWyUwrFO9WL.jpg,2017-07-13,0,121,Released,Some criminals are made in prison,Shot Caller,False,6.96,2047
False,/3W2PntikGPhaIxBHyesf26Su64o.jpg,The Bourne Collection,70000000,https://www.uphe.com/movies/the-bourne-ultimatum,2503,tt0440963,en,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",47.336,/xqf7mzA77LmMJByvwxRLNdw5pz4.jpg,2007-08-03,442824138,115,Released,Remember everything. Forgive nothing.,The Bourne Ultimatum,False,7.4,7730
False,/2OFg5p9yarI5zZsUWKCRgBgPctj.jpg,False,88000000,https://www.paramountmovies.com/movies/snake-eyes-g-i-joe-origins,568620,tt8404256,en,Snake Eyes: G.I. Joe Origins,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.",47.333,/uIXF0sQGXOxQhbaEaKOi2VYlIL0.jpg,2021-07-22,36964325,121,Released,Every warrior has a beginning.,Snake Eyes: G.I. Joe Origins,False,6.492,1571
False,/a6cDxdwaQIFjSkXf7uskg78ZyTq.jpg,The Terminator Collection,185000000,https://www.paramountmovies.com/movies/terminator-dark-fate,290859,tt6450804,en,Terminator: Dark Fate,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",47.333,/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg,2019-10-23,261119292,128,Released,Welcome to the day after judgement day,Terminator: Dark Fate,False,6.4,5177
False,/jPdvjEoB17ziOq8QnmG4qCLV8CF.jpg,Wrong Turn Collection,12600000,,9902,tt0295700,en,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",47.327,/7lyxwOg7SdGff79yKCQmJ3AKWSf.jpg,2003-05-30,28650575,84,Released,It's the last one you'll ever take.,Wrong Turn,False,6.4,2722
False,/8rmx3Wh6fQdSL2nzTmdFn9thcK8.jpg,X Collection,1000000,https://a24films.com/films/pearl,949423,tt18925334,en,Pearl,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",47.28,/z5uIG81pXyHKg7cUFIu84Wjn4NS.jpg,2022-09-16,10139416,102,Released,An X-traordinary origin story.,Pearl,False,7.2,2047
False,/2k7QEpO7Kvz8mgQPifjWLH6DjtS.jpg,False,0,,151586,tt0131500,it,La nipote,"The summer vacation of a young beautiful girl, at her uncle's country villa.",47.278,/cpGdO3aGbDDxJICQ2vD5bUfb3qO.jpg,1974-06-14,0,92,Released,,La nipote,False,5.6,14
False,/sizHX5VbwlBihaathTQHVGk1jdi.jpg,Attraction Collection,8819200,,514207,tt8060328,ru,Вторжение,"Two years after the fall of the alien ship, the life of a young woman from Moscow has been changed forever. Her growing powers are now at the focus of both human and celestial investigation: an alien force takes an interest in her, and will stop short of nothing, including an invasion. Can love and compassion save humanity, when faced with a much greater and more demanding test this time?",47.247,/eNkewJGOW44OznlnfXA8ewWPPmI.jpg,2020-02-27,32104054,129,Released,,Invasion,False,6.891,807
False,/9GzQ4bT6gdeq4fKMrzpJLwx40sI.jpg,False,0,https://deceptionworks.com/writer-director/,1042657,tt23146644,en,Latency,"When professional gamer Hana, who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind – or controlling it.",47.246,/yNBDVUFmvgCgxzpEl5ZJ9TUSc8t.jpg,2024-06-14,0,94,Released,Fear is reality,Latency,False,5.6,37
False,/tfxRXujXbi2esl8WLhdqzixjbIY.jpg,False,0,,669444,,fr,Les chevaliers du fiel dynamitent 2019,,47.228,/3S8K8GJ9w67z845XkVPy9pniVu7.jpg,2020-03-01,0,0,Released,,Les chevaliers du fiel dynamitent 2019,False,5.3,8
False,/lHnLmg16r6VvMV7cKpFxjwdG8m2.jpg,Goosebumps Collection,58000000,http://www.goosebumps-movie.com/,257445,tt1051904,en,Goosebumps,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",47.182,/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,2015-08-05,158261424,103,Released,You Will Believe in Monsters.,Goosebumps,False,6.315,3784
False,/oFQilRMEq6yQbtMPxIYWpXeQ5ZN.jpg,Now You See Me Collection,120000000,http://nowyouseeme.movie,291805,tt3110958,en,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",47.173,/A81kDB6a1K86YLlcOtZB27jriJh.jpg,2016-06-02,334897606,129,Released,You haven't seen anything yet.,Now You See Me 2,False,6.824,10769
False,/9p5BuzUNcvCltQAIiDLILEsH0dk.jpg,False,9000000,http://www.thecurseoflallorona.net/,480414,tt4913966,en,The Curse of La Llorona,"In 1970s Los Angeles, ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own young kids are soon drawn into a frightening supernatural realm.",47.163,/hETrPpoKs6BwoilK64YJ7Z5GcRT.jpg,2019-04-17,123233739,93,Released,She wants your children.,The Curse of La Llorona,False,5.658,2456
False,/gG9fTyDL03fiKnOpf2tr01sncnt.jpg,False,75000000,https://www.sonypictures.com/movies/morbius,526896,tt5108870,en,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",47.159,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,2022-03-30,167635712,105,Released,A new Marvel legend arrives.,Morbius,False,5.988,4358
False,/5BkSkNtfrnTuKOtTaZhl8avn4wU.jpg,False,50000000,https://www.lionsgate.com/movies/hellboy,456740,tt2274648,en,Hellboy,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",47.149,/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,2019-04-10,55065289,120,Released,Demons have demons too,Hellboy,False,5.572,3457
False,/iu2yI9aohZ6EnnU42dLQFdcepuZ.jpg,False,0,,15165,tt0426955,en,Barbie as The Princess & the Pauper,"In her first animated musical featuring seven original songs, Barbie comes to life in this modern re-telling of a classic tale of mistaken identity and the power of friendship. Based on the story by Mark Twain.",47.118,/xHYsUwUe4MaNc6mbNBGTkqZSnPk.jpg,2004-09-28,0,86,Released,,Barbie as The Princess & the Pauper,False,7.5,1474
False,/7OxGhxUYAdtuike29VMzEFxJx7y.jpg,Addams Family Collection,30000000,,2907,tt0101272,en,The Addams Family,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",47.114,/qFf8anju5f2epI0my8RdwwIXFIP.jpg,1991-11-22,191502426,100,Released,Weird Is Relative,The Addams Family,False,7.051,4628
False,/nuN3z2EwFAGX8BFwvXH3mMi8GIM.jpg,Scary Movie Collection,20000000,,4258,tt0795461,en,Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",47.11,/9WNozxN2UVf7rA73FJBWdWJZhfP.jpg,2013-04-11,78378744,88,Released,Evil is coming. Bring protection.,Scary Movie 5,False,4.8,2807
False,/jK65srQczOKTpW62wPxwwKztGgE.jpg,False,30000000,,120467,tt2278388,en,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",47.092,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,2014-02-26,174600318,100,Released,A murder case of Madam D. with enormous wealth and the most outrageous events surrounding her sudden death!,The Grand Budapest Hotel,False,8.0,14911
False,/A6d09KtZKdVGSg0gzsldjDwwvhD.jpg,Alice in Wonderland Collection,170000000,http://movies.disney.com/alice-through-the-looking-glass,241259,tt2567026,en,Alice Through the Looking Glass,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,47.056,/kbGamUkYfgKIYIrU8kW5oc0NatZ.jpg,2016-05-25,299457024,113,Released,It's time for a little madness.,Alice Through the Looking Glass,False,6.559,6447
False,/lYlCKvcw7DeP8DwKY1VO0kJVT0Z.jpg,False,8500,,983507,tt19705884,no,Good Boy,"Christian – a millionaire heir, meets Sigrid – a young student, on a dating app. They hit it off quickly, but there's only one problem: Christian lives with Frank, a man who dresses up and constantly acts like a dog.",47.029,/w6jLbdl9vIRObwoG6xoZcZUsfi2.jpg,2022-06-03,0,80,Released,"Simply put, he's a dog.",Good Boy,False,6.5,280
False,/xVMtv55caCEvBaV83DofmuZybmI.jpg,False,0,https://www.netflix.com/title/81416533,724209,tt13603966,en,Heart of Stone,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,47.021,/vB8o2p4ETnrfiWEgVxHmHWP9yRl.jpg,2023-08-09,0,122,Released,Defy the odds,Heart of Stone,False,6.787,1726
False,/44Yi72Ut3NchXewQzx814ViE2dy.jpg,False,40000000,http://ninja-assassin-movie.warnerbros.com,22832,tt1186367,en,Ninja Assassin,"Ninja Assassin follows Raizo, one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.",47.015,/5twFaR5A1Y9C3KAt6uy6iq332m0.jpg,2009-09-29,61601280,99,Released,"Fear not the weapon, but the hand that wields it.",Ninja Assassin,False,6.648,1571
False,/8qj2CwCNP0wbAn0GPS0IMaSHov5.jpg,False,5000000,https://www.hanwayfilms.com/the-guest,241848,tt2980592,en,The Guest,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",47.011,/4YgdRwJ8pANrooetaaEUxKIXykl.jpg,2014-09-05,2700051,101,Released,Be careful who you let in.,The Guest,False,6.7,1963
False,/nFCUBRDF4C6RWopNo0nAfvMA6mm.jpg,False,40000000,,225886,tt1956620,en,Sex Tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",46.99,/pFdS7SIdjcrYXtf141dabWVly9B.jpg,2014-07-17,126069509,94,Released,A movie about a movie they don't want you to see.,Sex Tape,False,5.4,4052
False,/4kszkhZ1v1PTCBy6ATbHa2Icn0r.jpg,False,2700000,,27066,tt0111573,it,L'uomo che guarda,"At a college in Rome, a professor, nicknamed ""Dodo"" is in a deep depression. His stunningly beautiful wife has just left him for another man. Dodo wants her back very badly and has erotic daydreams about her. A beautiful young student in his class asks him for a ride home and seduces the lucky man, but still he wonders about his wife and her lover.",46.983,/9gxEUC0wMw1eo8untipmOH17h48.jpg,1994-01-27,0,98,Released,,The Voyeur,False,5.5,208
False,/ru8H1c0vzYG4AwP9kEsW0yZ58jc.jpg,False,6700000,,792614,tt18224752,fr,Complètement Cramé !,"Since his wife's death, Andrew Blake is depressed. In an ultimate impetus, he leaves London to go back to France, in the house he met her. This journey through happy days memories won't go as planned.",46.981,/hpszN3PHW9ubsKcrCia1g6y8mAr.jpg,2023-11-01,0,100,Released,,Mr. Blake At Your Service!,False,6.6,58
False,/2NArMoObkAbnIPvqlHC3gRGsfBb.jpg,False,2800000,http://www.memoriesofmurder.com/,11423,tt0353969,ko,살인의 추억,"During the late 1980s, two detectives in a South Korean province attempt to solve the nation's first series of rape-and-murder cases.",46.967,/rxndHKwUeFgTHx0PuuhZS4dMtrB.jpg,2003-04-25,26000000,131,Released,The worst of them will stay with you... forever.,Memories of Murder,False,8.058,3872
False,/dcvbs8z0GEXslC1kCT77x19XDeR.jpg,False,52000000,http://bohemianrhapsody.com,424694,tt1727824,en,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",46.939,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,2018-10-24,918355943,135,Released,Fearless lives forever,Bohemian Rhapsody,False,7.982,16944
False,/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg,False,15000000,,947,tt0056172,en,Lawrence of Arabia,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",46.939,/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,1962-12-11,69995385,228,Released,Nothing is written.,Lawrence of Arabia,False,8.001,3051
False,/jhM3wgWUrrOkz9r4xwV5cV5RhI4.jpg,False,30000000,http://www.d-9.com/,17654,tt1136608,en,District 9,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",46.892,/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg,2009-08-05,210888950,112,Released,You are not welcome here.,District 9,False,7.449,9550
False,/fDZ2DCKW2D7J0ABNr9EICdD2H1s.jpg,Pocahontas Collection,55000000,https://movies.disney.com/pocahontas,10530,tt0114148,en,Pocahontas,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",46.852,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,1995-06-14,346100000,81,Released,An American legend comes to life.,Pocahontas,False,6.9,5714
False,/sqfam7wEpmyG9Fx0AdVQYrLcIfy.jpg,False,0,https://www.netflix.com/title/81686583,1298238,tt31227161,es,Príncipes salvajes,"A group of wealthy teenagers commit crimes that escalate from petty mischief to dangerous plots, causing chaotic consequences — but not for themselves.",46.848,/iEe9RODlNgobupiksZ2vE4TZwUg.jpg,2024-08-27,0,99,Released,,Untamed Royals,False,6.3,82
False,/kKJD2hpZ8V20VI4mxEXNrrmAPu1.jpg,False,16000000,http://princessbrideforever.com/,2493,tt0093779,en,The Princess Bride,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",46.846,/2FC9L9MrjBoGHYjYZjdWQdopVYb.jpg,1987-09-25,30900000,99,Released,It's as real as the feelings you feel.,The Princess Bride,False,7.7,4592
False,/yFkUPqBuUnbhYbQL8VFpTrAT9za.jpg,False,90000000,https://www.warnerbros.com/movies/contact/,686,tt0118884,en,Contact,"A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality.",46.829,/bCpMIywuNZeWt3i5UMLEIc0VSwM.jpg,1997-07-11,171120329,150,Released,Take a journey to the heart of the universe.,Contact,False,7.427,4514
False,/sAkY5Td6FkQAptnFB6Sr6xqldo4.jpg,False,0,https://wellgousa.com/films/monolith,1024721,tt18298588,en,Monolith,"A desperate young journalist turns to podcasting to salvage her career, but her rush to make headlines leads her to an alien conspiracy.",46.824,/zKpLzzX1va6gkMJiI9p3DudqChe.jpg,2023-10-26,12480,94,Released,All you have to do is listen.,Monolith,False,6.041,133
False,/8w2mRAEd039KKSFZnEwllLyb26q.jpg,Escape Plan Collection,50000000,http://escapeplanmovie.com/,107846,tt1211956,en,Escape Plan,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",46.804,/k09ydRsOtdjCUxierkknRdujIF2.jpg,2013-10-09,137328301,115,Released,No one breaks out alone.,Escape Plan,False,6.726,5181
False,/4O8s9kF6pW5xxSidsyz71nHB3Du.jpg,False,0,https://movies.disney.com/snow-white-2025,447273,tt6208148,en,Snow White,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",46.803,/jnolt0s2LPiQ4XZ7MyCLkdzmXKh.jpg,2025-03-19,0,0,Post Production,The classic tale comes to life.,Snow White,False,0.0,0
False,/7xQk3HdCvkNmk3gblDGn9fVnbsT.jpg,False,149000000,http://www.dreamworksanimation.com/flushed/,11619,tt0424095,en,Flushed Away,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",46.802,/o4JlinGGDwxfmtvyUotZQdDdLA2.jpg,2006-10-22,178120010,84,Released,Someone's going down,Flushed Away,False,6.299,3816
False,/pHtVkUvKiG7CEemZkUiqPzjpMri.jpg,False,5700000,,149,tt0094625,ja,AKIRA,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,46.777,/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg,1988-06-10,49000000,124,Released,Neo-Tokyo is about to E·X·P·L·O·D·E,Akira,False,7.947,4283
False,/g3hni0i9iAQ13jDGOFWavJFlojc.jpg,Atomic Blonde Collection,30000000,http://www.atomicblonde.com/,341013,tt2406566,en,Atomic Blonde,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,46.76,/kV9R5h0Yct1kR8Hf8sJ1nX0Vz4x.jpg,2017-07-26,100014025,115,Released,Talents can be overrated.,Atomic Blonde,False,6.43,6236
False,/klH8ti8LUaEhktnjdHb1RW8Yq6w.jpg,National Lampoon's Vacation Collection,27000000,,5825,tt0097958,en,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",46.747,/oat42hUw8XzKYUmfy0YLAxYd484.jpg,1989-11-30,74542088,97,Released,Yule crack up!,National Lampoon's Christmas Vacation,False,7.235,2430
False,/unmI2cUB0RvlpXj7AfSgphzDsUt.jpg,The Bourne Collection,75000000,https://www.uphe.com/movies/the-bourne-supremacy,2502,tt0372183,en,The Bourne Supremacy,"A CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",46.744,/g09UIYfShY8uWGMGP3HkvWp8L8n.jpg,2004-07-23,288500217,108,Released,They should have left him alone.,The Bourne Supremacy,False,7.3,7544
False,/69zQPqavgtWhpvWS5dOU0sInjez.jpg,False,0,,1362101,tt32313870,tr,Mavi Mağara,"When Cem finds himself at the brink of losing the love of his life, Alara, he embarks on an expedition to the Blue Cave, Alara's most beloved archeological site, to feel close to her again.",46.739,/32hWYgxMOudSgA6tR8nlVTUtoOi.jpg,2024-10-17,0,88,Released,,Blue Cave,False,7.1,73
False,/dxmp5eHarPlNyeRyuzD6oMWqTjs.jpg,False,135000000,http://www.turbomovie.com/,77950,tt1860353,en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,46.726,/inTKQni4YW8syrfgnXHwzmNeSo4.jpg,2013-07-11,282570682,96,Released,He's Fast. They're Furious.,Turbo,False,6.228,3379
False,/akcFhNdibYAsGUOfUhb5y1rFTet.jpg,False,175000000,http://www.monstersvsaliens.com/,15512,tt0892782,en,Monsters vs Aliens,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",46.71,/hpHarddVj34j53T7NsoUGdKj4mP.jpg,2009-03-19,381509870,94,Released,"When aliens attack, monsters fight back.",Monsters vs Aliens,False,6.216,4654
False,/jLybhKh0wS0LNQBufvV1VokAMNM.jpg,False,0,,626289,tt10583248,pt,O Filho do Homem,It is the life depiction and experiences of Jesus/Yeshua from birth to his ascension to the Father.,46.647,/o8X5UcK3rehyxmslzjJuGT9xjWu.jpg,2019-08-29,0,115,Released,,O Filho do Homem,False,0.0,0
False,/z1frkXEzsbfLdf4s9GIQpVdACGS.jpg,Lilo & Stitch Collection,0,https://www.disneyplus.com/movies/lilo-stitch-2-stitch-has-a-glitch/4uYIVZK7f9Sp,20760,tt0457993,en,Lilo & Stitch 2: Stitch Has a Glitch,"Now, we find the rowdy extraterrestrial getting used to life with his new ʻohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",46.637,/vcn7a7ENxi5TBTlka4wYLzmKQIp.jpg,2005-01-22,0,68,Released,,Lilo & Stitch 2: Stitch Has a Glitch,False,6.6,1443
False,/doNIj6jX27hhfcbD6GEb22ydLSF.jpg,Cloudy with a Chance of Meatballs Collection,100000000,http://www.cloudywithachanceofmeatballs.com/,22794,tt0844471,en,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",46.615,/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,2009-09-17,242988466,90,Released,Prepare to get served.,Cloudy with a Chance of Meatballs,False,6.631,5995
