movie_id,country
381288,US
920,US
181812,US
347201,JP
1190868,US
38575,US
1097870,US
110415,KR
481871,KR
1134433,TH
932086,US
565770,US
18240,US
420817,US
9479,US
1003596,US
73861,RS
529203,US
503919,US
38700,US
35,US
73723,US
744,US
124905,US
1096342,US
294254,US
262500,CA
262500,US
1152624,US
785084,US
23823,US
500664,US
500664,AU
338676,ES
1153291,VE
1388808,US
1607,US
374720,US
1373893,ES
297762,US
785542,GB
14161,US
1280655,US
4256,US
900667,JP
459003,UA
788,US
385128,US
390845,KR
166426,US
34851,US
1211483,CA
98566,US
1177623,IN
476669,US
336843,US
4011,US
729165,US
8392,JP
943344,CN
618588,US
49444,US
11836,US
157350,US
1304594,MX
976576,FR
1014590,US
16859,JP
339403,GB
360920,US
147441,US
412117,US
198184,US
50646,US
413846,US
955916,US
1192195,FR
1562,GB
1091267,IT
1255616,CO
1155281,CN
801688,IN
524434,US
1734,US
1234811,US
270303,US
1064375,US
7485,US
839493,JP
466420,US
240832,FR
1061474,US
1140535,US
245891,US
1252428,CN
493529,US
1154864,ES
7131,US
1076364,US
1270880,US
7555,US
2501,US
2501,DE
2501,CZ
346364,US
950,US
345887,US
103,US
1052280,US
23168,US
176,US
272,US
560016,US
1209217,JP
1118028,ES
1949,US
312221,US
197,US
1071215,US
335797,US
1010600,US
5174,US
1427,DE
615457,US
14347,US
9487,US
441168,US
848326,US
630586,US
630586,GB
506574,US
464052,US
1284004,US
119450,US
1369,US
459151,US
758323,US
474350,US
10229,US
400155,US
22683,US
343611,US
263115,US
238636,FR
238636,US
799766,US
49519,US
109439,US
787,US
624091,ID
1087388,AU
1087388,US
640146,US
1049948,US
1049948,GB
335,IT
173705,JP
639933,US
6404,DE
454983,US
454983,GB
760104,US
976893,JP
1417,MX
1417,ES
273248,US
799379,KR
1008409,US
6114,US
389,US
539537,US
184315,US
406990,US
521029,US
1308546,US
251,US
966220,UA
1209288,US
577922,US
577922,GB
694943,KR
80321,US
78,US
1102493,IE
297761,US
278927,US
278927,GB
1413717,ES
1024127,US
423204,US
934433,US
1016121,US
18239,US
247136,JP
1271,US
1359,US
1265,US
249397,DK
774825,US
346648,GB
27098,SE
848538,GB
1171462,JP
932420,CA
932420,US
635910,US
353486,US
896151,US
346910,CA
346910,US
13475,US
2454,US
128,JP
11453,US
1317218,US
177677,US
257211,US
530915,US
1078600,US
835113,US
660982,US
1724,US
514847,CN
514847,JP
514847,US
841,US
423,FR
423,DE
423,PL
423,GB
9030,US
74,US
101299,US
870404,US
611014,UA
935271,US
36728,JP
205584,US
205584,AU
956,US
554596,MX
807172,US
158852,US
1091,US
933131,KR
62,US
62,GB
56292,US
440,US
637,IT
1023922,US
1281826,US
604,US
126889,US
118249,US
594767,US
194,FR
9737,US
1300962,US
125509,US
1008953,US
1303236,TW
1253971,GB
1029955,US
473924,KR
419430,US
704673,US
343668,GB
343668,US
28178,US
28178,GB
405774,US
836225,US
1083862,JP
1139829,US
1010161,US
1105407,US
745881,TH
974036,US
11362,US
141,US
1047041,JP
27578,US
820609,US
26466,GB
13313,CA
13313,US
5175,US
906126,ES
162,US
1093995,US
897087,US
49521,US
7980,US
28468,IT
1088563,DE
242582,US
629542,US
10184,US
975022,US
3050,US
228794,IT
76338,US
602,US
274857,US
265339,MX
206487,AU
12092,US
38234,US
316029,US
105864,US
619264,ES
50546,US
607,US
260513,US
675445,US
10201,US
77,US
308266,US
615777,US
250546,US
4108,US
378064,JP
593643,US
396422,US
621,US
672322,JP
920342,CN
242224,AU
858017,US
281338,US
480530,US
72105,US
53182,US
1038392,US
400535,MX
400535,US
277217,US
1239146,US
562,US
1144911,US
930094,US
159824,US
10527,US
273481,US
278924,US
533,US
533,GB
13194,US
1372665,CO
122906,GB
207,US
184345,US
673593,US
2251,US
60898,HK
62211,US
481848,CA
481848,US
9471,US
1262299,AR
28,US
10528,US
36557,GB
936245,KR
263472,US
1050035,JP
976830,FR
4922,US
10009,US
14324,US
14324,GB
246655,US
59440,US
44896,US
568160,JP
1771,US
614930,US
1016346,US
1016346,BD
43347,US
127585,US
195589,US
46853,IT
75656,US
45890,IT
138103,US
665,US
524047,US
524047,GB
427641,US
752623,US
901060,US
1321476,BR
1311031,JP
300668,US
810693,JP
377,US
10882,US
802219,US
676,US
118406,JP
1012201,JP
116745,US
1059264,BE
1059264,FR
1059264,ES
756999,US
512195,US
629,US
131634,US
4523,US
451048,US
75780,US
924,CA
924,US
762430,US
838240,ES
832964,GB
11351,US
81188,US
820232,JP
945675,CN
1014661,US
1285282,TH
1278,FR
1278,IT
1278,GB
1001835,US
10140,GB
10140,US
1891,US
1203724,ES
1203724,MX
95,US
516632,US
81481,KR
12429,JP
254,US
38055,US
299537,US
971606,US
82507,US
181533,US
1621,US
46195,BR
46195,US
509,GB
626412,KR
268896,US
10607,US
161,US
49529,US
745,US
3175,GB
1137205,US
581392,KR
325358,US
531219,US
49530,US
372049,KR
877703,US
1002088,KR
217,US
206647,GB
36647,US
9509,US
1061990,JP
8467,US
14128,US
323260,HK
107,GB
117251,US
956842,US
1205025,PH
779782,US
5255,US
915935,FR
8835,US
8329,ES
916433,US
117263,US
1143128,US
954,US
10483,GB
10483,US
2832,US
72545,US
996821,US
1391,MX
205587,US
337401,US
14258,KR
2024,US
339964,FR
339964,US
278154,US
487616,FR
11430,US
86331,FR
1824,US
72559,US
10830,US
73456,US
57214,US
682075,US
1087192,US
522938,US
899082,US
19994,US
11013,US
1368,US
519465,DK
5879,JP
1094844,US
286687,KR
397243,GB
646315,KR
989730,JP
61791,US
400160,US
520758,GB
1040148,US
605722,US
626332,US
49018,US
1046090,TW
1200801,US
505526,JP
522627,GB
1155058,US
220289,GB
220289,US
280002,US
274855,US
1141182,CA
411088,ES
1059064,US
770,US
9475,US
2135,US
296,US
502235,KR
9880,US
404368,US
495764,US
1028196,US
845783,GB
293167,US
400928,US
912916,US
1267,US
1158915,US
700391,US
258230,ES
258230,GB
258230,US
1954,US
979,FR
10545,US
22803,US
4257,US
1572,US
9340,US
311,US
76617,US
739547,US
9297,US
2428,US
1119106,JP
22881,US
661374,US
265208,US
297270,US
1405170,NG
534,US
40348,IT
37136,US
501170,US
1264429,ID
9325,US
522924,US
9769,US
581726,US
960112,CN
176241,US
9919,US
882059,US
9603,US
283366,US
702936,US
254470,US
570670,AU
570670,US
527641,US
52629,MX
614479,US
871,US
359724,US
22970,US
567609,CA
567609,US
646389,GB
1100988,GB
1100988,US
9532,US
536554,US
1086591,JP
9837,US
10555,US
83533,US
1181548,ZA
1232827,DK
1232827,PL
1232827,SE
3170,US
37724,GB
795514,US
1329912,US
601,US
256274,US
2048,US
71552,US
937249,US
1337395,PH
966,US
579974,IN
1135869,ID
13053,US
987686,US
930564,GB
930564,US
1012148,US
12230,US
1571,US
1309923,AR
1309923,MX
967,US
115290,US
6477,US
15255,US
258509,US
152601,US
10340,US
1234821,US
829402,US
829402,JP
417859,US
75624,JP
804406,US
726209,US
491480,MW
491480,GB
296099,US
4824,US
196867,US
619803,KR
845111,FR
510,US
24238,AU
806368,US
901563,BE
118340,US
324558,US
10693,US
318256,US
1140168,GB
1308821,PH
1813,US
1305194,CO
1366,US
406759,US
1141700,US
419743,US
346,JP
634528,US
64688,US
6844,US
508,GB
1593,US
8275,US
1082195,US
839369,US
2019,US
13002,CA
13002,US
331482,US
100402,US
717930,US
46738,CA
9090,US
424783,US
457697,US
441282,GB
441282,CA
441282,US
7220,US
447404,US
1104171,US
7443,US
799155,IN
763285,US
828613,US
531428,FR
330459,US
345938,CA
345938,US
402900,US
1290697,DK
762975,US
388,US
747,GB
121514,IT
503736,US
310307,US
442249,US
9323,JP
137,US
1027073,IE
13448,US
8961,US
93685,NL
338970,GB
338970,US
11774,US
945956,US
44833,US
1115623,DE
1115623,US
1212073,DE
105825,HK
71672,US
5876,US
682507,US
87827,US
60304,BR
1073125,TR
333484,US
27576,US
9655,US
9982,US
1053592,ES
956964,FR
792293,US
979296,US
1139095,US
311324,US
9444,US
81005,US
1585,US
1361292,US
15121,US
453,US
7518,US
324668,US
591,US
329,US
1087205,US
241239,US
1895,US
18823,US
416494,US
1097150,US
455476,JP
100042,US
1318917,TR
40108,GR
37169,NL
793,US
46529,US
758330,GB
619730,US
460465,AU
460465,CA
460465,US
315837,US
1374,US
9072,US
1280672,US
264660,GB
855,US
21542,US
916224,JP
448776,GB
435,US
1197306,US
339692,US
2503,US
568620,CA
568620,US
290859,US
9902,US
949423,US
151586,IT
514207,RU
1042657,US
669444,FR
257445,US
291805,US
480414,US
526896,US
456740,US
15165,CA
15165,US
2907,US
4258,US
120467,US
241259,GB
241259,US
983507,NO
724209,US
22832,FR
22832,DE
22832,US
241848,US
241848,GB
225886,US
27066,IT
792614,FR
11423,KR
424694,US
424694,GB
947,GB
17654,US
10530,US
1298238,MX
2493,US
686,US
1024721,AU
107846,US
447273,US
11619,US
11619,GB
149,JP
341013,US
5825,US
2502,US
1362101,TR
77950,US
15512,US
626289,BR
20760,AU
20760,US
22794,US
9802,US
7345,US
423502,KR
16996,US
276907,GB
193756,US
595801,US
85877,HK
752,US
628,US
23169,US
748167,US
68735,CA
68735,US
126963,JP
1411695,PH
52520,US
7446,US
1624,US
109689,ES
49797,KR
1005076,GB
10808,US
228967,US
1051891,US
412092,KR
639721,US
637920,TR
71676,AE
71676,US
55580,IT
500,US
102899,US
17581,JP
8922,US
565,US
965150,US
583083,US
583083,GB
1337397,PH
575299,RU
303857,JP
676547,US
666277,US
9016,US
88751,US
19908,US
375794,MX
74078,MX
950526,BR
37265,IT
14869,US
8358,US
153,US
544401,US
316727,US
8078,US
616,NZ
616,US
406563,US
346672,US
980083,US
1263421,JP
481084,CA
481084,US
812225,JP
1995,US
84892,US
617986,FR
539,US
76203,US
725201,US
12437,US
541671,US
1136318,GB
390043,CA
390043,HK
390043,US
638507,US
44251,JP
41439,CA
41439,US
1573,US
258480,US
966576,US
1893,US
307081,US
605,US
54138,US
978592,AU
978592,US
14411,US
13811,US
268,US
537996,US
222935,US
10112,US
200727,GB
1192209,BR
228165,US
324852,US
984249,US
1061181,JP
11770,HK
705996,KR
41513,US
781732,IN
11683,CA
11683,US
848890,US
1159477,CA
158015,FR
158015,US
142,US
107748,CO
1280768,US
23827,US
79443,US
1581,US
1087891,US
9792,US
5559,US
709,GB
267935,US
425909,US
165,US
407375,US
399361,US
10543,US
277,US
277,GB
9373,US
10895,US
927107,US
65754,US
8277,US
646380,US
76163,US
63,US
11635,US
51736,US
381289,US
387848,KR
73,US
760883,DE
760883,GB
76,US
755812,FR
948,US
324544,DE
324544,CA
324544,US
39323,JP
374772,JP
75258,US
1370,US
136799,US
602063,JP
842675,CN
2758,US
1155828,US
1885,US
59436,US
401981,US
87,US
11212,US
1275945,SE
299687,US
18360,CA
18360,US
1635,US
912908,US
9928,US
881,US
853,US
853,IE
853,GB
826937,KR
73454,AU
73454,US
642885,US
44912,US
10567,US
109451,US
14,US
511987,CA
511987,US
1223153,PL
454640,US
239678,US
15092,US
818397,US
1156196,DE
1156196,US
938008,KR
293863,US
363088,US
320288,US
57165,US
9702,US
1145758,US
357096,US
94329,ID
8367,US
185,US
1250,US
50544,US
41630,US
392044,US
1139106,CA
1139106,FR
559969,US
1017633,GB
249070,US
483,US
804150,US
1174481,ES
55301,US
1030076,ES
10386,US
302699,US
1228246,US
375846,CA
375846,US
1411287,US
11932,US
9408,US
223702,US
1184495,GB
87428,US
1955,US
433808,GB
1245708,US
9741,US
406997,US
1166073,TW
64682,US
64682,AU
75612,US
2322,US
1125311,US
338952,US
338952,GB
9358,US
9738,US
473033,US
11153,US
1830,DE
1830,US
998846,GB
1143407,IN
420808,US
102783,FR
760161,CA
760161,US
891699,US
2057,US
856,US
1020896,NO
11249,US
34433,JP
984105,GB
5548,US
297802,US
14926,US
75174,US
27582,US
287947,US
21208,US
554600,IN
9335,FR
262504,CA
262504,US
269955,KR
762409,US
169,US
433,US
11397,US
395834,US
267860,US
8273,US
9387,US
88,US
32579,MX
1892,US
227159,US
4513,US
3049,US
524,US
1075989,HU
769749,US
252,US
421892,US
12405,GB
9637,US
760741,US
993867,US
479455,US
504949,AU
504949,US
9286,US
607397,KR
1268749,ID
399055,US
996154,NL
996154,US
64690,US
811944,IN
1933,US
576784,RU
660,GB
364689,US
458220,US
6466,US
1169361,TR
379149,CN
379149,IN
379149,GB
379149,US
9353,US
17097,US
11012,US
11012,GB
70160,US
9602,US
438478,FR
9470,HK
864101,RU
573171,MX
1214314,GB
976906,US
980816,US
142093,KR
1372,US
16871,US
4564,US
602223,US
1291594,US
290595,US
560057,US
136797,US
959429,US
646,GB
9654,US
9654,GB
172385,BR
172385,US
16237,US
9360,US
961268,KR
598,BR
10096,US
333371,US
12242,US
1159518,US
399402,GB
448119,US
634,GB
660360,KR
4982,US
718789,US
58595,US
11078,US
10358,US
39108,JP
1093231,US
419680,US
1076487,US
44115,US
9495,US
25376,AR
25376,ES
718014,US
1637,US
17111,TH
146451,SE
476299,FR
187017,US
515001,US
397567,KR
274870,US
68728,US
8689,IT
34584,DE
158011,US
464889,US
24402,FR
109520,US
1402482,US
913290,US
1017163,KR
1923,US
77877,US
644,US
1196263,AR
465595,KR
123553,CA
123553,GB
123553,US
558,US
10200,CA
10200,US
7278,US
274854,US
20526,US
1241674,GB
1241674,SE
13387,FR
1299314,KR
666035,US
18487,US
72710,US
7445,US
799876,US
228326,US
215,US
585245,US
937746,IT
9659,AU
175112,US
1147114,FR
55779,US
724495,US
417320,US
450465,US
72784,US
1397314,SE
1033462,CN
9739,US
333167,KR
975773,GB
587792,US
339984,US
348350,US
47933,US
50723,JP
49047,US
49047,GB
290512,US
1358280,US
127533,JP
608,US
5915,US
555604,US
4977,JP
49017,US
1078249,DK
1365787,NG
10661,US
872906,IN
9291,US
204082,US
214,US
762504,US
289,US
9889,US
1124127,US
9833,GB
9833,US
1371206,US
610363,RU
323372,ES
10634,US
379686,US
1280468,PH
13700,US
2123,US
1211472,US
847,US
726684,FR
9567,US
9257,US
2268,GB
2268,US
116776,JP
37834,US
501929,US
8643,US
342470,US
277216,US
20504,US
550776,CA
550776,US
1487,US
76757,US
830764,US
197796,FR
446893,US
10515,JP
893694,PH
58574,US
522402,US
3981,US
9477,US
2034,US
360784,US
23483,US
1201734,US
25769,US
22538,US
221731,JP
1019420,US
522518,US
10781,US
9804,US
530254,KR
1405189,PH
1894,US
949567,GB
1403775,ZA
730629,US
464026,KR
2770,US
315011,JP
375588,HK
375588,GB
375588,US
836009,DK
836009,IS
445651,US
518896,CN
518896,HK
1248753,US
1260594,ID
76726,US
193893,US
10908,US
614696,KR
27,US
27,GB
72331,US
1290034,GB
122126,KR
1179558,US
1735,US
415,US
9836,AU
9836,US
123338,HK
275,US
1079394,US
797109,KR
8204,US
843380,US
894205,US
587807,US
55721,US
522162,CA
522162,CN
522162,US
744857,AR
848187,US
8009,GB
8009,US
668482,GB
329996,US
329996,GB
258489,US
11906,IT
318846,US
25475,US
80788,JP
143,US
47964,HU
47964,GB
47964,US
1393614,NG
1069387,MX
983044,NO
1054561,BR
1054561,MX
648579,US
950396,US
696806,US
1003598,US
399905,KR
638,US
4347,GB
1025463,BR
1120368,US
14438,US
1068518,ES
13223,US
11360,US
17899,ES
254320,FR
254320,IE
254320,GB
391757,US
11104,HK
664767,US
486589,KR
1111491,US
11283,US
11283,GB
36586,US
938,IT
1223178,JP
30497,US
1678,JP
10501,US
11130,US
458576,JP
458576,CA
458576,CN
458576,DE
458576,GB
458576,US
1278263,FR
136400,US
11824,US
522681,US
2667,US
8055,US
1039960,CA
1979,US
1371,US
762,GB
44048,US
44048,GB
899112,US
4478,US
1180173,ES
428078,NZ
428078,US
507076,FR
10999,US
86834,US
1115396,US
1620,US
951546,GB
939335,US
581,GB
581,US
1128606,US
284536,US
755,US
924482,US
13461,IT
13461,ES
49049,ZA
49049,GB
1274686,AR
1274686,CL
1274686,MX
1274686,UY
11969,US
10022,US
300669,US
1175038,US
1139087,US
9426,US
463821,US
1045770,FR
10735,US
351819,US
36593,US
402,US
16119,US
645710,US
51876,US
8848,AU
8848,GB
5503,US
550205,US
630004,FR
630004,ES
481836,KR
9539,CA
1185528,CN
620,US
8274,US
580116,JP
5070,FR
1035982,US
43593,US
1081676,PL
19,DE
7191,US
995034,AR
19912,US
619778,US
619778,HK
139038,US
11451,US
343674,US
228161,US
657,GB
146,HK
610150,JP
91586,US
43949,US
9078,US
196,US
11690,US
9273,US
2108,US
1008437,US
632727,US
800345,KR
127380,US
664413,PL
796499,US
869,US
9453,IT
9453,US
9313,US
23629,US
482321,US
482321,GB
1825,US
4476,US
1150394,MX
1181678,US
9361,US
663,US
198375,JP
532639,US
505292,KR
1231828,UA
15070,US
1414642,US
26973,US
779816,US
479718,KR
37137,US
513310,US
1027604,CZ
10948,US
1315905,KR
11679,US
776797,TW
916728,US
8960,US
364,US
784651,IN
454,US
474412,KR
33,US
758009,US
8656,US
268920,US
334541,US
189,US
4488,US
10066,US
768744,JP
710,GB
899445,GB
10327,US
10601,AU
10601,GB
10601,US
378236,US
36648,US
74997,NL
133121,JP
1042834,US
68724,US
305470,US
305470,CA
23398,US
1128559,US
44918,US
530442,US
4327,US
6637,US
960481,MN
59967,US
1279104,US
754,US
169917,US
680028,US
844185,US
9316,TH
80184,ES
505262,JP
1006462,US
927,US
15,US
398978,US
931642,US
45612,US
45612,CA
1160360,US
492188,GB
492188,US
1701,US
878361,US
43947,US
238713,US
11978,US
816904,ES
16907,JP
517764,US
1656,MX
1656,US
861,US
9714,US
533444,US
787752,US
115,US
545742,JP
626735,US
10214,US
22894,US
438650,US
438650,GB
438650,CA
153518,US
628900,US
13161,US
588,CA
588,FR
65,US
522931,US
63311,ES
700199,KR
8810,AU
11918,US
146216,US
1117609,JP
614934,AU
614934,US
1171541,US
72387,US
454527,FR
454527,NL
359246,US
736526,NO
132232,CA
132232,US
370464,US
945937,US
497828,SE
597922,US
41154,US
522417,US
1292359,PH
447200,US
9693,GB
9693,US
205775,US
9399,US
217993,US
